[13:03:26.222]InspectOneItem type=507
[13:03:26.415]OCR Text:M378B1G73QH1
[13:03:59.694]InspectOneItem type=507
[13:04:06.671]OCR Text:M378B1G73QH1
[13:05:40.334]InspectOneItem type=507
[13:05:40.517]OCR Text:M378B1G73QH1
[13:05:44.384]InspectOneItem type=507
[13:05:44.550]OCR Text:M378B1G73QH1
[13:05:48.225]InspectOneItem type=507
[13:05:48.408]OCR Text:M378B1G73QH1
